InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,Description,District,Total_Price_LKR
EH-2023000437,20037,2023-01-23 19:07:32,1,4280,Philips Electric Kettle,Kandy,4280
EH-2023000438,20182,2023-01-23 20:58:17,1,6250,Abans Blender 400W,Colombo,6250
EH-2023000438,20182,2023-01-23 20:58:17,1,49810,Xiaomi Redmi 12 Smartphone,Colombo,49810
EH-2023000438,20182,2023-01-23 20:58:17,1,8510,Sony Bluetooth Speaker,Colombo,8510
EH-2023000439,20062,2023-01-24 13:04:22,1,49520,Xiaomi Redmi 12 Smartphone,Colombo,49520
EH-2023000439,20062,2023-01-24 13:04:22,1,7440,Innovex Rice Cooker 1.8L,Colombo,7440
EH-2023000439,20062,2023-01-24 13:04:22,1,3890,Power Bank 10000mAh,Colombo,3890
EH-2023000440,20223,2023-01-25 16:34:36,1,7760,Innovex Rice Cooker 1.8L,Colombo,7760
EH-2023000440,20223,2023-01-25 16:34:36,1,5830,Abans Blender 400W,Colombo,5830
EH-2023000440,20223,2023-01-25 16:34:36,1,1750,Gas Cooker Adapter (LPG-saver),Colombo,1750
EH-2023000441,20165,2023-01-26 19:33:53,1,101830,Kelvinator Refrigerator 190L,Jaffna,101830
EH-2023000441,20165,2023-01-26 19:33:53,1,5160,Bluetooth Earbuds,Jaffna,5160
EH-2023000441,20165,2023-01-26 19:33:53,1,5940,Abans Blender 400W,Jaffna,5940
EH-2023000442,20133,2023-01-27 08:28:33,1,9450,itel Feature Phone,Batticaloa,9450
EH-2023000442,20133,2023-01-27 08:28:33,1,41010,Singer LED TV 32-inch,Batticaloa,41010
EH-2023000443,20057,2023-01-27 17:03:36,1,5170,Bluetooth Earbuds,Gampaha,5170
EH-2023000444,20115,2023-01-27 20:53:08,1,75210,Singer LED TV 43-inch,Gampaha,75210
EH-2023000444,20115,2023-01-27 20:53:08,1,1090,Extension Cord (4-Socket),Gampaha,1090
EH-2023000444,20115,2023-01-27 20:53:08,3,950,Rechargeable LED Bulb,Gampaha,2850
EH-2023000445,20115,2023-01-28 18:25:02,1,74020,Samsung Galaxy A14 Smartphone,Gampaha,74020
EH-2023000446,20072,2023-01-28 20:36:47,1,49570,Xiaomi Redmi 12 Smartphone,Kurunegala,49570
EH-2023000447,20105,2023-01-30 18:11:23,1,2520,Laptop Cooling Pad,Anuradhapura,2520
EH-2023000447,20105,2023-01-30 18:11:23,1,5250,National Table Fan 16-inch,Anuradhapura,5250
EH-2023000448,20192,2023-01-30 18:32:27,1,10130,itel Feature Phone,Kurunegala,10130
EH-2023000449,20173,2023-01-30 18:33:04,1,7650,Innovex Rice Cooker 1.8L,Gampaha,7650
EH-2023000449,20173,2023-01-30 18:33:04,2,4050,Solar Lantern (Rechargeable),Gampaha,8100
EH-2023000450,20209,2023-01-30 19:47:19,2,1040,Extension Cord (4-Socket),Ratnapura,2080
EH-2023000451,20214,2023-02-01 11:31:27,1,26270,Inverter Battery 12V 100Ah,Colombo,26270
EH-2023000451,20214,2023-02-01 11:31:27,1,138830,LG Washing Machine 7kg,Colombo,138830
EH-2023000451,20214,2023-02-01 11:31:27,2,4610,Philips Electric Kettle,Colombo,9220
EH-2023000452,20120,2023-02-03 09:41:35,1,41730,Singer LED TV 32-inch,Ratnapura,41730
EH-2023000452,20120,2023-02-03 09:41:35,2,1140,Extension Cord (4-Socket),Ratnapura,2280
EH-2023000452,20120,2023-02-03 09:41:35,1,3830,Power Bank 10000mAh,Ratnapura,3830
EH-2023000453,20005,2023-02-03 11:37:50,1,5660,National Table Fan 16-inch,Colombo,5660
EH-2023000453,20005,2023-02-03 11:37:50,2,4370,Philips Electric Kettle,Colombo,8740
EH-2023000453,20005,2023-02-03 11:37:50,2,4060,Solar Lantern (Rechargeable),Colombo,8120
EH-2023000454,20244,2023-02-03 17:37:27,1,3890,Power Bank 10000mAh,Gampaha,3890
EH-2023000454,20244,2023-02-03 17:37:27,2,1100,Extension Cord (4-Socket),Gampaha,2200
EH-2023000455,20122,2023-02-04 15:02:57,1,4380,Philips Electric Kettle,Kandy,4380
EH-2023000455,20122,2023-02-04 15:02:57,2,3950,Solar Lantern (Rechargeable),Kandy,7900
EH-2023000456,20153,2023-02-05 08:59:19,2,3550,Power Bank 10000mAh,Colombo,7100
EH-2023000456,20153,2023-02-05 08:59:19,1,9890,itel Feature Phone,Colombo,9890
EH-2023000457,20149,2023-02-05 16:47:25,1,20530,Panasonic Inverter 700VA,Kurunegala,20530
EH-2023000457,20149,2023-02-05 16:47:25,1,75430,Samsung Galaxy A14 Smartphone,Kurunegala,75430
EH-2023000457,20149,2023-02-05 16:47:25,2,1150,Extension Cord (4-Socket),Kurunegala,2300
EH-2023000458,20093,2023-02-05 19:20:15,1,7540,Innovex Rice Cooker 1.8L,Anuradhapura,7540
EH-2023000459,20072,2023-02-06 18:02:58,1,9850,itel Feature Phone,Kurunegala,9850
EH-2023000459,20072,2023-02-06 18:02:58,1,2400,Laptop Cooling Pad,Kurunegala,2400
EH-2023000460,20086,2023-02-08 08:44:01,1,5880,Abans Blender 400W,Galle,5880
EH-2023000461,20074,2023-02-08 15:13:27,1,21600,Panasonic Inverter 700VA,Anuradhapura,21600
EH-2023000461,20074,2023-02-08 15:13:27,1,1140,Extension Cord (4-Socket),Anuradhapura,1140
EH-2023000462,20049,2023-02-10 10:40:01,1,5770,National Table Fan 16-inch,Colombo,5770
EH-2023000463,20143,2023-02-10 12:53:46,1,4280,Philips Electric Kettle,Colombo,4280
EH-2023000463,20143,2023-02-10 12:53:46,1,72880,Singer LED TV 43-inch,Colombo,72880
EH-2023000463,20143,2023-02-10 12:53:46,1,3790,Power Bank 10000mAh,Colombo,3790
EH-2023000464,20231,2023-02-11 09:59:06,1,107190,Kelvinator Refrigerator 190L,Colombo,107190
EH-2023000464,20231,2023-02-11 09:59:06,1,2410,Laptop Cooling Pad,Colombo,2410
EH-2023000465,20022,2023-02-11 15:16:33,1,49620,Xiaomi Redmi 12 Smartphone,Matale,49620
EH-2023000465,20022,2023-02-11 15:16:33,1,21720,Panasonic Inverter 700VA,Matale,21720
EH-2023000465,20022,2023-02-11 15:16:33,1,139440,LG Washing Machine 7kg,Matale,139440
EH-2023000466,20123,2023-02-11 15:20:17,2,4530,Philips Electric Kettle,Colombo,9060
EH-2023000467,20139,2023-02-11 15:42:59,2,1120,Extension Cord (4-Socket),Kandy,2240
EH-2023000467,20139,2023-02-11 15:42:59,1,9690,itel Feature Phone,Kandy,9690
EH-2023000467,20139,2023-02-11 15:42:59,1,39110,Singer LED TV 32-inch,Kandy,39110
EH-2023000468,20192,2023-02-12 15:49:00,1,5690,Abans Blender 400W,Kurunegala,5690
EH-2023000469,20115,2023-02-13 17:16:32,1,73940,Samsung Galaxy A14 Smartphone,Gampaha,73940
EH-2023000470,20115,2023-02-13 19:37:14,1,1040,Extension Cord (4-Socket),Gampaha,1040
EH-2023000470,20115,2023-02-13 19:37:14,1,26100,Inverter Battery 12V 100Ah,Gampaha,26100
EH-2023000470,20115,2023-02-13 19:37:14,1,980,Rechargeable LED Bulb,Gampaha,980
EH-2023000471,20212,2023-02-14 14:42:45,1,3590,Power Bank 10000mAh,Kurunegala,3590
EH-2023000471,20212,2023-02-14 14:42:45,1,1700,Gas Cooker Adapter (LPG-saver),Kurunegala,1700
EH-2023000472,20087,2023-02-14 17:17:05,2,1100,Extension Cord (4-Socket),Gampaha,2200
EH-2023000473,20077,2023-02-15 09:54:44,1,5770,National Table Fan 16-inch,Matale,5770
EH-2023000474,20120,2023-02-15 13:44:11,2,3510,Power Bank 10000mAh,Ratnapura,7020
EH-2023000474,20120,2023-02-15 13:44:11,2,990,Rechargeable LED Bulb,Ratnapura,1980
EH-2023000474,20120,2023-02-15 13:44:11,1,2350,Laptop Cooling Pad,Ratnapura,2350
EH-2023000475,20187,2023-02-15 15:52:24,1,8660,Sony Bluetooth Speaker,Gampaha,8660
EH-2023000476,20128,2023-02-16 12:12:26,3,970,Rechargeable LED Bulb,Matara,2910
EH-2023000476,20128,2023-02-16 12:12:26,1,4920,Bluetooth Earbuds,Matara,4920
EH-2023000477,20212,2023-02-17 17:59:29,1,4110,Solar Lantern (Rechargeable),Kurunegala,4110
EH-2023000478,20079,2023-02-18 12:58:35,2,4430,Philips Electric Kettle,Gampaha,8860
EH-2023000479,20073,2023-02-18 16:09:59,1,5430,National Table Fan 16-inch,Colombo,5430
EH-2023000480,20068,2023-02-18 18:12:34,1,101130,Kelvinator Refrigerator 190L,Kandy,101130
EH-2023000480,20068,2023-02-18 18:12:34,1,4080,Solar Lantern (Rechargeable),Kandy,4080
EH-2023000481,20223,2023-02-21 10:54:01,1,5540,National Table Fan 16-inch,Colombo,5540
EH-2023000482,20150,2023-02-21 20:36:49,1,5800,National Table Fan 16-inch,Ratnapura,5800
EH-2023000482,20150,2023-02-21 20:36:49,1,3770,Power Bank 10000mAh,Ratnapura,3770
EH-2023000483,20053,2023-02-22 08:26:03,1,6070,Abans Blender 400W,Ratnapura,6070
EH-2023000483,20053,2023-02-22 08:26:03,2,4480,Philips Electric Kettle,Ratnapura,8960
EH-2023000484,20255,2023-02-22 15:01:57,1,5580,National Table Fan 16-inch,Colombo,5580
EH-2023000484,20255,2023-02-22 15:01:57,1,5240,Bluetooth Earbuds,Colombo,5240
EH-2023000484,20255,2023-02-22 15:01:57,1,25930,Inverter Battery 12V 100Ah,Colombo,25930
EH-2023000485,20229,2023-02-22 15:56:05,1,137880,LG Washing Machine 7kg,Colombo,137880
EH-2023000485,20229,2023-02-22 15:56:05,1,3620,Power Bank 10000mAh,Colombo,3620
EH-2023000485,20229,2023-02-22 15:56:05,1,5490,National Table Fan 16-inch,Colombo,5490
EH-2023000486,20119,2023-02-22 17:15:10,3,940,Rechargeable LED Bulb,Gampaha,2820
EH-2023000486,20119,2023-02-22 17:15:10,1,1090,Extension Cord (4-Socket),Gampaha,1090
EH-2023000486,20119,2023-02-22 17:15:10,1,10010,itel Feature Phone,Gampaha,10010
EH-2023000487,20185,2023-02-22 19:02:55,1,940,Rechargeable LED Bulb,Kandy,940
EH-2023000488,20050,2023-02-23 18:49:52,1,5570,National Table Fan 16-inch,Kalutara,5570
EH-2023000489,20096,2023-02-25 08:49:07,1,26690,Inverter Battery 12V 100Ah,Ratnapura,26690
EH-2023000489,20096,2023-02-25 08:49:07,1,1130,Extension Cord (4-Socket),Ratnapura,1130
EH-2023000489,20096,2023-02-25 08:49:07,1,5380,Bluetooth Earbuds,Ratnapura,5380
EH-2023000490,20133,2023-02-25 13:18:08,1,5840,National Table Fan 16-inch,Batticaloa,5840
EH-2023000490,20133,2023-02-25 13:18:08,1,5950,Abans Blender 400W,Batticaloa,5950
EH-2023000491,20078,2023-02-25 15:14:36,1,4370,Philips Electric Kettle,Matara,4370
EH-2023000491,20078,2023-02-25 15:14:36,1,6100,Abans Blender 400W,Matara,6100
EH-2023000492,20119,2023-02-25 15:25:19,1,4000,Solar Lantern (Rechargeable),Gampaha,4000
EH-2023000493,20071,2023-02-25 16:14:35,2,3950,Solar Lantern (Rechargeable),Kalutara,7900
EH-2023000494,20225,2023-02-26 20:45:00,2,930,Rechargeable LED Bulb,Galle,1860
EH-2023000494,20225,2023-02-26 20:45:00,1,48820,Xiaomi Redmi 12 Smartphone,Galle,48820
EH-2023000494,20225,2023-02-26 20:45:00,2,1080,Extension Cord (4-Socket),Galle,2160
EH-2023000495,20192,2023-02-27 17:14:11,1,6280,Abans Blender 400W,Kurunegala,6280
EH-2023000496,20136,2023-02-27 17:40:16,1,7180,Innovex Rice Cooker 1.8L,Gampaha,7180
EH-2023000496,20136,2023-02-27 17:40:16,1,9330,itel Feature Phone,Gampaha,9330
EH-2023000497,20093,2023-02-28 14:05:38,1,5720,National Table Fan 16-inch,Anuradhapura,5720
EH-2023000497,20093,2023-02-28 14:05:38,2,4090,Solar Lantern (Rechargeable),Anuradhapura,8180
EH-2023000498,20115,2023-02-28 15:43:25,1,1000,Rechargeable LED Bulb,Gampaha,1000
EH-2023000498,20115,2023-02-28 15:43:25,1,7680,Innovex Rice Cooker 1.8L,Gampaha,7680
EH-2023000498,20115,2023-02-28 15:43:25,1,21460,Panasonic Inverter 700VA,Gampaha,21460
EH-2023000499,20019,2023-02-28 17:23:52,1,5510,National Table Fan 16-inch,Gampaha,5510
EH-2023000500,20026,2023-02-28 20:13:54,2,940,Rechargeable LED Bulb,Jaffna,1880
EH-2023000500,20026,2023-02-28 20:13:54,1,5350,National Table Fan 16-inch,Jaffna,5350
EH-2023000501,20153,2023-03-02 17:49:32,1,76090,Samsung Galaxy A14 Smartphone,Colombo,76090
EH-2023000501,20153,2023-03-02 17:49:32,3,1010,Rechargeable LED Bulb,Colombo,3030
EH-2023000502,20092,2023-03-03 09:33:35,1,77040,Samsung Galaxy A14 Smartphone,Kandy,77040
EH-2023000502,20092,2023-03-03 09:33:35,1,73270,Singer LED TV 43-inch,Kandy,73270
EH-2023000502,20092,2023-03-03 09:33:35,2,3950,Solar Lantern (Rechargeable),Kandy,7900
EH-2023000503,20037,2023-03-03 09:53:31,1,8480,Sony Bluetooth Speaker,Kandy,8480
EH-2023000503,20037,2023-03-03 09:53:31,1,73150,Samsung Galaxy A14 Smartphone,Kandy,73150
EH-2023000504,20098,2023-03-03 16:13:34,1,10230,itel Feature Phone,Colombo,10230
EH-2023000505,20162,2023-03-03 16:59:05,1,7400,Innovex Rice Cooker 1.8L,Ratnapura,7400
EH-2023000505,20162,2023-03-03 16:59:05,1,69330,Singer LED TV 43-inch,Ratnapura,69330
EH-2023000506,20078,2023-03-04 17:37:15,1,5590,National Table Fan 16-inch,Matara,5590
EH-2023000506,20078,2023-03-04 17:37:15,1,26180,Inverter Battery 12V 100Ah,Matara,26180
EH-2023000506,20078,2023-03-04 17:37:15,1,39800,Singer LED TV 32-inch,Matara,39800
EH-2023000507,20121,2023-03-04 19:13:30,1,73080,Singer LED TV 43-inch,Gampaha,73080
EH-2023000507,20121,2023-03-04 19:13:30,1,21080,Panasonic Inverter 700VA,Gampaha,21080
EH-2023000507,20121,2023-03-04 19:13:30,1,9340,itel Feature Phone,Gampaha,9340
EH-2023000508,20057,2023-03-05 18:04:27,1,73520,Singer LED TV 43-inch,Gampaha,73520
EH-2023000508,20057,2023-03-05 18:04:27,1,73200,Samsung Galaxy A14 Smartphone,Gampaha,73200
EH-2023000508,20057,2023-03-05 18:04:27,1,7890,Sony Bluetooth Speaker,Gampaha,7890
EH-2023000509,20231,2023-03-06 16:22:52,1,1730,Gas Cooker Adapter (LPG-saver),Colombo,1730
EH-2023000509,20231,2023-03-06 16:22:52,2,1110,Extension Cord (4-Socket),Colombo,2220
EH-2023000509,20231,2023-03-06 16:22:52,1,4170,Philips Electric Kettle,Colombo,4170
EH-2023000510,20220,2023-03-06 19:40:11,1,47030,Xiaomi Redmi 12 Smartphone,Matara,47030
EH-2023000511,20086,2023-03-06 19:53:55,1,25080,Inverter Battery 12V 100Ah,Galle,25080
EH-2023000512,20244,2023-03-07 08:30:13,1,1620,Gas Cooker Adapter (LPG-saver),Gampaha,1620
EH-2023000512,20244,2023-03-07 08:30:13,1,39820,Singer LED TV 32-inch,Gampaha,39820
EH-2023000513,20193,2023-03-07 15:59:36,1,48090,Xiaomi Redmi 12 Smartphone,Colombo,48090
EH-2023000514,20031,2023-03-08 18:40:21,2,940,Rechargeable LED Bulb,Kurunegala,1880
EH-2023000514,20031,2023-03-08 18:40:21,2,1120,Extension Cord (4-Socket),Kurunegala,2240
EH-2023000514,20031,2023-03-08 18:40:21,2,4030,Solar Lantern (Rechargeable),Kurunegala,8060
EH-2023000515,20133,2023-03-08 20:31:59,1,5750,National Table Fan 16-inch,Batticaloa,5750
EH-2023000515,20133,2023-03-08 20:31:59,1,76720,Samsung Galaxy A14 Smartphone,Batticaloa,76720
EH-2023000515,20133,2023-03-08 20:31:59,1,1150,Extension Cord (4-Socket),Batticaloa,1150
EH-2023000516,20048,2023-03-09 15:22:51,1,5640,National Table Fan 16-inch,Colombo,5640
EH-2023000517,20133,2023-03-10 09:13:59,1,5360,Bluetooth Earbuds,Batticaloa,5360
EH-2023000517,20133,2023-03-10 09:13:59,1,48380,Xiaomi Redmi 12 Smartphone,Batticaloa,48380
EH-2023000517,20133,2023-03-10 09:13:59,1,4420,Philips Electric Kettle,Batticaloa,4420
EH-2023000518,20231,2023-03-10 17:07:08,1,9300,itel Feature Phone,Colombo,9300
EH-2023000518,20231,2023-03-10 17:07:08,1,48080,Xiaomi Redmi 12 Smartphone,Colombo,48080
EH-2023000519,20204,2023-03-10 18:06:12,2,1030,Rechargeable LED Bulb,Colombo,2060
EH-2023000519,20204,2023-03-10 18:06:12,1,20580,Panasonic Inverter 700VA,Colombo,20580
EH-2023000520,20123,2023-03-10 18:12:38,1,4410,Philips Electric Kettle,Colombo,4410
EH-2023000520,20123,2023-03-10 18:12:38,1,7870,Sony Bluetooth Speaker,Colombo,7870
EH-2023000521,20209,2023-03-10 18:44:31,1,5780,National Table Fan 16-inch,Ratnapura,5780
EH-2023000521,20209,2023-03-10 18:44:31,3,970,Rechargeable LED Bulb,Ratnapura,2910
EH-2023000522,20234,2023-03-11 09:14:12,1,2330,Laptop Cooling Pad,Galle,2330
EH-2023000522,20234,2023-03-11 09:14:12,1,5140,Bluetooth Earbuds,Galle,5140
EH-2023000523,20244,2023-03-11 18:08:34,2,4450,Philips Electric Kettle,Gampaha,8900
EH-2023000523,20244,2023-03-11 18:08:34,1,72730,Singer LED TV 43-inch,Gampaha,72730
EH-2023000524,20121,2023-03-12 17:39:21,1,2450,Laptop Cooling Pad,Gampaha,2450
EH-2023000525,20057,2023-03-13 16:02:56,1,6030,Abans Blender 400W,Gampaha,6030
EH-2023000526,20054,2023-03-13 17:18:03,1,40940,Singer LED TV 32-inch,Colombo,40940
EH-2023000527,20220,2023-03-14 10:45:10,1,5380,National Table Fan 16-inch,Matara,5380
EH-2023000528,20128,2023-03-14 11:39:04,1,1080,Extension Cord (4-Socket),Matara,1080
EH-2023000529,20011,2023-03-14 19:53:26,1,26000,Inverter Battery 12V 100Ah,Ratnapura,26000
EH-2023000530,20165,2023-03-14 19:57:30,1,4540,Philips Electric Kettle,Jaffna,4540
EH-2023000530,20165,2023-03-14 19:57:30,1,73620,Samsung Galaxy A14 Smartphone,Jaffna,73620
EH-2023000531,20248,2023-03-15 08:04:04,1,20350,Panasonic Inverter 700VA,Jaffna,20350
EH-2023000531,20248,2023-03-15 08:04:04,1,5990,Abans Blender 400W,Jaffna,5990
EH-2023000531,20248,2023-03-15 08:04:04,1,25860,Inverter Battery 12V 100Ah,Jaffna,25860
EH-2023000532,20006,2023-03-15 10:41:52,1,48670,Xiaomi Redmi 12 Smartphone,Gampaha,48670
EH-2023000533,20001,2023-03-15 11:11:25,1,5070,Bluetooth Earbuds,Colombo,5070
EH-2023000533,20001,2023-03-15 11:11:25,1,4110,Solar Lantern (Rechargeable),Colombo,4110
EH-2023000533,20001,2023-03-15 11:11:25,1,78870,Samsung Galaxy A14 Smartphone,Colombo,78870
EH-2023000534,20097,2023-03-15 12:24:45,1,1610,Gas Cooker Adapter (LPG-saver),Matale,1610
EH-2023000534,20097,2023-03-15 12:24:45,1,26290,Inverter Battery 12V 100Ah,Matale,26290
EH-2023000535,20059,2023-03-16 11:36:15,1,7620,Innovex Rice Cooker 1.8L,Kandy,7620
EH-2023000535,20059,2023-03-16 11:36:15,2,4520,Philips Electric Kettle,Kandy,9040
EH-2023000535,20059,2023-03-16 11:36:15,1,137670,LG Washing Machine 7kg,Kandy,137670
EH-2023000536,20220,2023-03-16 19:05:46,3,960,Rechargeable LED Bulb,Matara,2880
EH-2023000537,20108,2023-03-17 10:31:15,1,6150,Abans Blender 400W,Batticaloa,6150
EH-2023000537,20108,2023-03-17 10:31:15,1,1010,Rechargeable LED Bulb,Batticaloa,1010
EH-2023000538,20047,2023-03-17 16:14:15,1,3930,Solar Lantern (Rechargeable),Matara,3930
EH-2023000538,20047,2023-03-17 16:14:15,1,73870,Singer LED TV 43-inch,Matara,73870
EH-2023000539,20192,2023-03-17 18:07:53,2,1120,Extension Cord (4-Socket),Kurunegala,2240
EH-2023000539,20192,2023-03-17 18:07:53,1,1690,Gas Cooker Adapter (LPG-saver),Kurunegala,1690
EH-2023000539,20192,2023-03-17 18:07:53,1,25280,Inverter Battery 12V 100Ah,Kurunegala,25280
EH-2023000540,20138,2023-03-18 12:26:15,1,39430,Singer LED TV 32-inch,Badulla,39430
EH-2023000540,20138,2023-03-18 12:26:15,2,3840,Power Bank 10000mAh,Badulla,7680
EH-2023000540,20138,2023-03-18 12:26:15,1,7120,Innovex Rice Cooker 1.8L,Badulla,7120
EH-2023000541,20057,2023-03-19 11:05:53,1,7520,Innovex Rice Cooker 1.8L,Gampaha,7520
EH-2023000541,20057,2023-03-19 11:05:53,1,3840,Solar Lantern (Rechargeable),Gampaha,3840
EH-2023000542,20050,2023-03-19 11:26:03,1,1120,Extension Cord (4-Socket),Kalutara,1120
EH-2023000542,20050,2023-03-19 11:26:03,1,3880,Power Bank 10000mAh,Kalutara,3880
EH-2023000543,20077,2023-03-20 09:49:55,1,5810,Abans Blender 400W,Matale,5810
EH-2023000543,20077,2023-03-20 09:49:55,1,5340,Bluetooth Earbuds,Matale,5340
EH-2023000543,20077,2023-03-20 09:49:55,1,7820,Innovex Rice Cooker 1.8L,Matale,7820
EH-2023000544,20207,2023-03-20 15:00:16,1,5590,National Table Fan 16-inch,Colombo,5590
EH-2023000544,20207,2023-03-20 15:00:16,1,105560,Kelvinator Refrigerator 190L,Colombo,105560
EH-2023000545,20220,2023-03-20 17:33:41,1,10310,itel Feature Phone,Matara,10310
EH-2023000545,20220,2023-03-20 17:33:41,1,5380,Bluetooth Earbuds,Matara,5380
EH-2023000545,20220,2023-03-20 17:33:41,1,1030,Rechargeable LED Bulb,Matara,1030
EH-2023000546,20244,2023-03-20 19:19:16,1,72500,Samsung Galaxy A14 Smartphone,Gampaha,72500
EH-2023000547,20231,2023-03-21 11:41:14,1,1150,Extension Cord (4-Socket),Colombo,1150
EH-2023000548,20160,2023-03-21 19:28:09,1,9300,itel Feature Phone,Kandy,9300
EH-2023000548,20160,2023-03-21 19:28:09,1,5840,Abans Blender 400W,Kandy,5840
EH-2023000549,20220,2023-03-22 13:59:49,1,7910,Sony Bluetooth Speaker,Matara,7910
EH-2023000550,20048,2023-03-22 16:16:05,1,137470,LG Washing Machine 7kg,Colombo,137470
EH-2023000550,20048,2023-03-22 16:16:05,1,5490,National Table Fan 16-inch,Colombo,5490
EH-2023000551,20222,2023-03-23 14:11:21,3,950,Rechargeable LED Bulb,Matara,2850
EH-2023000551,20222,2023-03-23 14:11:21,1,6110,Abans Blender 400W,Matara,6110
EH-2023000552,20080,2023-03-23 17:54:56,1,104020,Kelvinator Refrigerator 190L,Kalutara,104020
EH-2023000552,20080,2023-03-23 17:54:56,2,1120,Extension Cord (4-Socket),Kalutara,2240
EH-2023000553,20130,2023-03-24 08:56:40,2,1090,Extension Cord (4-Socket),Kalutara,2180
EH-2023000553,20130,2023-03-24 08:56:40,1,9290,itel Feature Phone,Kalutara,9290
EH-2023000553,20130,2023-03-24 08:56:40,2,1020,Rechargeable LED Bulb,Kalutara,2040
EH-2023000554,20086,2023-03-24 15:40:15,2,1130,Extension Cord (4-Socket),Galle,2260
EH-2023000554,20086,2023-03-24 15:40:15,1,74590,Samsung Galaxy A14 Smartphone,Galle,74590
EH-2023000555,20187,2023-03-25 09:01:32,1,5720,Abans Blender 400W,Gampaha,5720
EH-2023000555,20187,2023-03-25 09:01:32,3,1000,Rechargeable LED Bulb,Gampaha,3000
EH-2023000556,20021,2023-03-25 18:01:49,1,5800,National Table Fan 16-inch,Colombo,5800
EH-2023000557,20117,2023-03-25 18:06:58,2,4380,Philips Electric Kettle,Jaffna,8760
EH-2023000558,20058,2023-03-25 18:07:43,1,5280,Bluetooth Earbuds,Galle,5280
EH-2023000559,20080,2023-03-27 14:43:40,1,3620,Power Bank 10000mAh,Kalutara,3620
EH-2023000559,20080,2023-03-27 14:43:40,1,3990,Solar Lantern (Rechargeable),Kalutara,3990
EH-2023000559,20080,2023-03-27 14:43:40,1,9420,itel Feature Phone,Kalutara,9420
EH-2023000560,20030,2023-03-28 10:20:42,1,42040,Singer LED TV 32-inch,Colombo,42040
EH-2023000560,20030,2023-03-28 10:20:42,1,6030,Abans Blender 400W,Colombo,6030
EH-2023000561,20177,2023-03-28 20:04:35,1,21320,Panasonic Inverter 700VA,Gampaha,21320
EH-2023000561,20177,2023-03-28 20:04:35,1,25200,Inverter Battery 12V 100Ah,Gampaha,25200
EH-2023000562,20093,2023-03-28 20:44:11,3,1020,Rechargeable LED Bulb,Anuradhapura,3060
EH-2023000562,20093,2023-03-28 20:44:11,2,3690,Power Bank 10000mAh,Anuradhapura,7380
EH-2023000562,20093,2023-03-28 20:44:11,1,1650,Gas Cooker Adapter (LPG-saver),Anuradhapura,1650
EH-2023000563,20054,2023-03-29 10:07:09,2,3820,Power Bank 10000mAh,Colombo,7640
EH-2023000563,20054,2023-03-29 10:07:09,1,69480,Singer LED TV 43-inch,Colombo,69480
EH-2023000563,20054,2023-03-29 10:07:09,2,4440,Philips Electric Kettle,Colombo,8880
EH-2023000564,20108,2023-03-29 15:01:59,2,4200,Solar Lantern (Rechargeable),Batticaloa,8400
EH-2023000564,20108,2023-03-29 15:01:59,1,78220,Samsung Galaxy A14 Smartphone,Batticaloa,78220
EH-2023000565,20062,2023-03-29 18:12:11,1,1010,Rechargeable LED Bulb,Colombo,1010
EH-2023000565,20062,2023-03-29 18:12:11,1,38420,Singer LED TV 32-inch,Colombo,38420
EH-2023000566,20164,2023-03-29 19:19:28,1,38670,Singer LED TV 32-inch,Gampaha,38670
EH-2023000567,20004,2023-03-29 20:05:36,2,1070,Extension Cord (4-Socket),Galle,2140
EH-2023000568,20031,2023-03-30 16:03:53,1,3580,Power Bank 10000mAh,Kurunegala,3580
EH-2023000569,20008,2023-03-30 19:25:42,1,5890,Abans Blender 400W,Kurunegala,5890
EH-2023000569,20008,2023-03-30 19:25:42,1,22380,Panasonic Inverter 700VA,Kurunegala,22380
EH-2023000570,20036,2023-03-30 20:06:46,1,5820,National Table Fan 16-inch,Colombo,5820
EH-2023000571,20086,2023-03-31 13:53:29,1,980,Rechargeable LED Bulb,Galle,980
EH-2023000571,20086,2023-03-31 13:53:29,2,3950,Solar Lantern (Rechargeable),Galle,7900
EH-2023000571,20086,2023-03-31 13:53:29,1,5210,Bluetooth Earbuds,Galle,5210
EH-2023000572,20157,2023-03-31 16:25:40,1,8000,Sony Bluetooth Speaker,Matale,8000
EH-2023000572,20157,2023-03-31 16:25:40,1,22000,Panasonic Inverter 700VA,Matale,22000
EH-2023000573,20157,2023-03-31 17:15:39,1,3520,Power Bank 10000mAh,Matale,3520
EH-2023000573,20157,2023-03-31 17:15:39,1,98940,Kelvinator Refrigerator 190L,Matale,98940
EH-2023000573,20157,2023-03-31 17:15:39,1,5420,National Table Fan 16-inch,Matale,5420
EH-2023000574,20158,2023-03-31 17:30:39,1,9530,itel Feature Phone,Kurunegala,9530
EH-2023000574,20158,2023-03-31 17:30:39,1,78260,Samsung Galaxy A14 Smartphone,Kurunegala,78260
EH-2023000575,20184,2023-03-31 17:37:58,1,2450,Laptop Cooling Pad,Colombo,2450
EH-2023000576,20109,2023-03-31 18:31:43,1,48110,Xiaomi Redmi 12 Smartphone,Kandy,48110
EH-2023000577,20086,2023-04-01 11:02:54,1,9960,itel Feature Phone,Galle,9960
EH-2023000577,20086,2023-04-01 11:02:54,1,5090,Bluetooth Earbuds,Galle,5090
