InvoiceNo,StockCode,Description,Quantity,InvoiceDate,CustomerID,UnitPrice_LKR,Total_Price_LKR,District
540278,40001,DILMAH CEYLON TEA 500G,1,5/3/21 16:45,401016,1255,1255,Puttalam
540279,40011,MALIBAN LEMON PUFF 200G,3,5/4/21 18:20,401159,210,630,Ratnapura
540280,40002,DILMAH EARL GREY TEA 50 BAGS,10,5/7/21 9:50,401044,890,8900,Anuradhapura
540281,40007,MUNCHEE CHOCOLATE BISCUIT 200G,6,5/8/21 14:03,401020,230,1380,Ratnapura
540282,40085,RANFAT COOKING OIL 1L,1,5/11/21 8:44,401089,1200,1200,Matara
540283,40020,ELEPHANT HOUSE CREAM SODA 1.5L,1,5/12/21 8:39,401204,420,420,Ampara
540284,40020,ELEPHANT HOUSE CREAM SODA 1.5L,3,5/13/21 8:35,401001,420,1260,Ratnapura
540285,40068,CLOSE UP TOOTHPASTE 120G,3,5/13/21 17:07,401006,245,735,Colombo
540286,40039,CLOGARD TOOTHPASTE 120G,4,5/14/21 9:28,401021,230,920,Kegalle
540287,40083,BOGAWANTALAWA TEA 400G,1,5/14/21 12:33,,940,940,Kandy
540288,40088,CARGILLS FRESH EGGS (10),1,5/16/21 11:42,401046,365,365,Kurunegala
540289,40011,MALIBAN LEMON PUFF 200G,3,5/17/21 12:33,401069,210,630,Hambantota
540290,40003,DILMAH GREEN TEA 20 BAGS,12,5/18/21 10:17,401114,575,6900,Colombo
540291,40051,LANKA SOY CHICKEN FLAVOUR 90G,2,5/18/21 12:10,401013,125,250,Kurunegala
540292,40008,MUNCHEE LEMON PUFF 200G,5,5/18/21 12:43,401025,210,1050,Mannar
540293,40004,ZESTA TEA 400G,2,5/19/21 17:19,401136,1095,2190,Puttalam
540294,40050,RANCRISP CASHEWS 50G,1,5/20/21 13:42,401059,365,365,Colombo
540295,40002,DILMAH EARL GREY TEA 50 BAGS,1,5/24/21 14:46,401044,890,890,Kalutara
540296,40006,MUNCHEE SUPER CREAM CRACKER 500G,6,5/26/21 11:57,401078,470,2820,Kandy
540297,40042,MARINA COCONUT OIL 1L,6,5/26/21 13:29,401016,995,5970,Matara
540298,40004,ZESTA TEA 400G,10,5/27/21 9:58,401030,1095,10950,Gampaha
540299,40019,ELEPHANT HOUSE GINGER BEER 1.5L,5,5/27/21 10:25,401122,420,2100,Hambantota
540300,40008,MUNCHEE LEMON PUFF 200G,4,5/29/21 11:20,401096,210,840,Kandy
540301,40045,PANADOL 100 TABLETS,2,5/31/21 16:43,401032,470,940,Colombo
540302,40016,LINK SAMAHAN BOX (100 PACKETS),1,6/1/21 13:04,401195,1570,1570,Kurunegala
540303,40015,SIDDHALEPA BALM 50G,3,6/1/21 14:08,401119,260,780,Batticaloa
540304,40088,CARGILLS FRESH EGGS (10),3,6/2/21 11:08,401103,365,1095,Kalutara
540305,40061,VELVET BEAUTY SOAP 100G,6,6/2/21 20:16,401031,155,930,Batticaloa
540306,40019,ELEPHANT HOUSE GINGER BEER 1.5L,1,6/5/21 19:03,401004,420,420,Matale
540307,40004,ZESTA TEA 400G,1,6/6/21 11:00,,1095,1095,Galle
540308,40081,SPRITE 1.5L,3,6/6/21 12:11,,365,1095,Colombo
540309,40001,DILMAH CEYLON TEA 500G,5,6/7/21 19:55,401033,1255,6275,Ampara
540310,40004,ZESTA TEA 400G,12,6/9/21 15:53,401189,1095,13140,Kurunegala
540311,40041,BABY CHERAMY SOAP 90G,1,6/10/21 10:57,401220,145,145,Badulla
540312,40086,FITS COOKING OIL 1L,2,6/10/21 12:08,401052,1150,2300,Anuradhapura
540313,40051,LANKA SOY CHICKEN FLAVOUR 90G,3,6/12/21 11:44,401178,125,375,Colombo
540314,40087,CARGILLS MAGIC SAUSAGES 400G,2,6/14/21 13:04,401165,815,1630,Colombo
540315,40014,SPA CEYLON HAND CREAM,1,6/14/21 20:47,,2300,2300,Matara
540316,40040,SIGNAL TOOTHPASTE 120G,2,6/15/21 11:29,401005,240,480,Hambantota
540317,40049,ROZA PASTA MACARONI 400G,1,6/16/21 16:37,,315,315,Kurunegala
540318,40002,DILMAH EARL GREY TEA 50 BAGS,6,6/18/21 18:03,401137,890,5340,Gampaha
540319,40064,HORLICKS 500G,5,6/19/21 16:32,401063,995,4975,Gampaha
540320,40003,DILMAH GREEN TEA 20 BAGS,1,6/20/21 10:13,401064,575,575,Ampara
540321,40062,NESTOMALT 400G,1,6/22/21 15:12,,650,650,Jaffna
540322,40084,AKBAR TEA 400G,4,6/22/21 19:06,401114,730,2920,Mullaitivu
540323,40064,HORLICKS 500G,1,6/29/21 20:20,401034,995,995,Kegalle
540324,40040,SIGNAL TOOTHPASTE 120G,3,7/1/21 10:59,401122,240,720,Badulla
540325,40001,DILMAH CEYLON TEA 500G,15,7/2/21 15:12,401041,1255,18825,Colombo
540326,40010,MALIBAN MARIE BISCUITS 400G,5,7/6/21 11:38,401170,365,1825,Kandy
540327,40071,MA MA NOODLES 5 PACK,10,7/9/21 14:45,401212,420,4200,Badulla
540328,40027,KEELLS CHICKEN SAUSAGES 500G,3,7/11/21 11:47,401063,995,2985,Kandy
540329,40012,MALIBAN CREAM CRACKER 500G,3,7/12/21 10:37,401016,440,1320,Gampaha
540330,40024,HIGHLAND MILK 1L,1,7/15/21 10:10,401206,420,420,Kegalle
540331,40065,FAIR & LOVELY CREAM 50G,12,7/16/21 11:12,401110,335,4020,Puttalam
540332,40010,MALIBAN MARIE BISCUITS 400G,1,7/20/21 11:25,401015,365,365,Matara
540333,40002,DILMAH EARL GREY TEA 50 BAGS,5,7/20/21 18:08,401134,890,4450,Kandy
540334,40015,SIDDHALEPA BALM 50G,2,7/22/21 20:19,401035,260,520,Colombo
540335,40049,ROZA PASTA MACARONI 400G,4,7/24/21 11:48,401056,315,1260,Anuradhapura
540336,40003,DILMAH GREEN TEA 20 BAGS,10,7/25/21 12:01,401130,575,5750,Kalutara
540337,40001,DILMAH CEYLON TEA 500G,1,7/25/21 20:36,401095,1255,1255,Badulla
540338,40009,MUNCHEE TIKIRI MARIE 80G,8,7/26/21 11:33,401104,75,600,Kurunegala
540339,40005,WATAWALA TEA 400G,5,7/27/21 14:49,401130,815,4075,Kandy
540340,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,8,7/30/21 18:50,401029,835,6680,Gampaha
540341,40053,WIJAYA CHILLI POWDER 250G,4,8/4/21 8:48,401045,470,1880,Nuwara Eliya
540342,40080,COCA-COLA 1.5L,10,8/4/21 15:22,401164,365,3650,Ratnapura
540343,40001,DILMAH CEYLON TEA 500G,4,8/4/21 18:50,401197,1255,5020,Jaffna
540344,40057,VIM DISHWASH LIQUID 500ML,1,8/5/21 20:44,,470,470,Colombo
540345,40076,CEYLON COLD STORES YOGHURT 80G,2,8/6/21 15:55,401070,95,190,Gampaha
540346,DELV,COURIER DELIVERY CHARGE,4,8/6/21 18:06,401027,582,2328,Polonnaruwa
540347,40062,NESTOMALT 400G,4,8/7/21 11:12,401107,650,2600,Colombo
540348,40008,MUNCHEE LEMON PUFF 200G,15,8/14/21 14:02,,210,3150,Colombo
540349,40034,HARISCHANDRA COFFEE 100G,20,8/16/21 8:31,401088,395,7900,Gampaha
540350,40009,MUNCHEE TIKIRI MARIE 80G,6,8/18/21 20:08,401093,75,450,Gampaha
540351,40002,DILMAH EARL GREY TEA 50 BAGS,3,8/20/21 11:07,401175,890,2670,Kandy
540352,40007,MUNCHEE CHOCOLATE BISCUIT 200G,1,8/22/21 18:43,401056,230,230,Mullaitivu
540353,40083,BOGAWANTALAWA TEA 400G,8,8/22/21 20:46,401135,940,7520,Kandy
540354,40006,MUNCHEE SUPER CREAM CRACKER 500G,5,8/24/21 8:59,,470,2350,Colombo
540355,40019,ELEPHANT HOUSE GINGER BEER 1.5L,3,8/24/21 15:09,401076,420,1260,Matara
540356,40039,CLOGARD TOOTHPASTE 120G,5,8/27/21 14:57,401065,230,1150,Moneragala
540357,40028,BAIRAHA CHICKEN 1KG,3,8/31/21 11:52,,1515,4545,Ratnapura
540358,40018,MD MANGO CHUTNEY 400G,10,9/1/21 18:34,,680,6800,Colombo
540359,40001,DILMAH CEYLON TEA 500G,1,9/2/21 12:50,401085,1255,1255,Colombo
540360,40090,RITZBURY CHOCOLATE BAR 100G,3,9/2/21 18:37,401085,270,810,Matara
540361,40068,CLOSE UP TOOTHPASTE 120G,10,9/3/21 17:42,401006,245,2450,Ratnapura
540362,40004,ZESTA TEA 400G,8,9/5/21 14:57,401197,1095,8760,Kurunegala
540363,40058,DIVA WASHING POWDER 1KG,8,9/6/21 10:50,401092,680,5440,Kalutara
540364,40026,KITHUL TREACLE 750ML,1,9/16/21 8:40,401082,1880,1880,Matara
540365,40091,USWATTE SPICES MIXED CURRY POWDER 100G,5,9/16/21 19:12,401064,230,1150,Kalutara
540366,40075,RANMUTHU RICE 5KG,4,9/17/21 9:20,401108,1570,6280,Badulla
540367,40002,DILMAH EARL GREY TEA 50 BAGS,1,9/17/21 19:04,401169,890,890,Moneragala
540368,40001,DILMAH CEYLON TEA 500G,2,9/18/21 9:18,401038,1255,2510,Ampara
540369,40041,BABY CHERAMY SOAP 90G,2,9/21/21 14:36,401152,145,290,Kandy
540370,40025,KOTMALE FRESH MILK 1L,3,9/22/21 8:53,401001,470,1410,Vavuniya
540371,40017,MD MIXED FRUIT JAM 500G,2,9/25/21 12:02,401026,680,1360,Jaffna
540372,40010,MALIBAN MARIE BISCUITS 400G,2,10/1/21 11:30,401142,365,730,Gampaha
540373,40039,CLOGARD TOOTHPASTE 120G,4,10/2/21 11:31,401012,230,920,Galle
540374,40026,KITHUL TREACLE 750ML,2,10/5/21 18:31,401033,1880,3760,Moneragala
540375,40041,BABY CHERAMY SOAP 90G,4,10/6/21 20:04,401023,145,580,Galle
540376,40003,DILMAH GREEN TEA 20 BAGS,8,10/7/21 9:56,,575,4600,Kalutara
540377,40022,ANCHOR MILK POWDER 400G,5,10/7/21 20:27,401007,1200,6000,Anuradhapura
540378,40024,HIGHLAND MILK 1L,2,10/9/21 11:45,401013,420,840,Vavuniya
540379,40018,MD MANGO CHUTNEY 400G,4,10/9/21 16:22,401093,680,2720,Kandy
540380,40025,KOTMALE FRESH MILK 1L,3,10/9/21 17:16,401028,470,1410,Puttalam
540381,40010,MALIBAN MARIE BISCUITS 400G,1,10/13/21 12:18,401105,365,365,Kandy
540382,40004,ZESTA TEA 400G,2,10/13/21 17:33,401026,1095,2190,Gampaha
540383,40089,KANDOS CHOCOLATE BAR 100G,6,10/13/21 18:45,401020,260,1560,Puttalam
540384,40011,MALIBAN LEMON PUFF 200G,4,10/14/21 16:33,401032,210,840,Gampaha
540385,40072,FUN FOODS MAYONNAISE 250G,3,10/15/21 10:19,401157,510,1530,Hambantota
540386,40047,PELWATTE BUTTER 200G,4,10/16/21 19:29,401022,785,3140,Puttalam
540387,40029,KIST TOMATO KETCHUP 400G,6,10/18/21 11:01,401129,470,2820,Gampaha
540388,40092,ARALIYA COCONUT MILK POWDER 300G,8,10/20/21 12:14,401084,730,5840,Gampaha
540389,40003,DILMAH GREEN TEA 20 BAGS,4,10/20/21 13:27,401085,575,2300,Kandy
540390,40012,MALIBAN CREAM CRACKER 500G,5,10/20/21 20:37,401001,440,2200,Colombo
540391,40020,ELEPHANT HOUSE CREAM SODA 1.5L,2,10/23/21 17:46,401150,420,840,Gampaha
540392,40012,MALIBAN CREAM CRACKER 500G,6,10/23/21 19:36,401012,440,2640,Polonnaruwa
540393,40033,HARISCHANDRA NOODLES 400G,6,10/27/21 14:00,,260,1560,Kalutara
540394,40001,DILMAH CEYLON TEA 500G,4,10/27/21 16:54,401006,1255,5020,Galle
540395,40003,DILMAH GREEN TEA 20 BAGS,1,10/27/21 19:56,401210,575,575,Kurunegala
540396,40024,HIGHLAND MILK 1L,8,10/28/21 10:19,401046,420,3360,Kegalle
540397,40016,LINK SAMAHAN BOX (100 PACKETS),3,10/29/21 19:56,401018,1570,4710,Colombo
540398,40057,VIM DISHWASH LIQUID 500ML,3,10/30/21 15:19,401128,470,1410,Galle
C540399,40001,DILMAH CEYLON TEA 500G,-4,11/2/21 9:09,401022,1255,-5020,Hambantota
540400,40065,FAIR & LOVELY CREAM 50G,10,11/2/21 9:33,401134,335,3350,Puttalam
540401,40049,ROZA PASTA MACARONI 400G,5,11/2/21 15:35,401175,315,1575,Galle
540402,40015,SIDDHALEPA BALM 50G,6,11/3/21 9:02,401021,260,1560,Galle
540403,40030,KIST MIXED FRUIT NECTAR 1L,2,11/3/21 20:34,401013,575,1150,Kurunegala
540404,40060,SUNLIGHT SOAP 115G,1,11/6/21 9:44,401159,125,125,Trincomalee
540405,40092,ARALIYA COCONUT MILK POWDER 300G,6,11/6/21 20:13,,730,4380,Kegalle
540406,40072,FUN FOODS MAYONNAISE 250G,5,11/7/21 16:31,401007,510,2550,Kurunegala
540407,40011,MALIBAN LEMON PUFF 200G,4,11/8/21 10:17,401168,210,840,Ampara
540408,40055,LIFEBUOY SOAP 100G,15,11/9/21 12:26,401055,135,2025,Anuradhapura
540409,40049,ROZA PASTA MACARONI 400G,15,11/10/21 12:54,401030,315,4725,Galle
540410,40011,MALIBAN LEMON PUFF 200G,3,11/10/21 17:46,401001,210,630,Kandy
540411,40008,MUNCHEE LEMON PUFF 200G,6,11/13/21 14:05,401044,210,1260,Kandy
540412,40028,BAIRAHA CHICKEN 1KG,5,11/13/21 15:39,401119,1515,7575,Kegalle
540413,40071,MA MA NOODLES 5 PACK,2,11/13/21 16:17,401017,420,840,Matara
540414,40042,MARINA COCONUT OIL 1L,6,11/13/21 16:39,401008,995,5970,Ratnapura
540415,40092,ARALIYA COCONUT MILK POWDER 300G,3,11/14/21 20:39,401001,730,2190,Kegalle
540416,40016,LINK SAMAHAN BOX (100 PACKETS),4,11/15/21 9:39,401176,1570,6280,Badulla
540417,40042,MARINA COCONUT OIL 1L,2,11/16/21 12:00,401131,995,1990,Nuwara Eliya
540418,40086,FITS COOKING OIL 1L,3,11/17/21 10:40,,1150,3450,Hambantota
540419,40057,VIM DISHWASH LIQUID 500ML,1,11/17/21 15:18,401204,470,470,Jaffna
540420,40004,ZESTA TEA 400G,2,11/19/21 15:08,401210,1095,2190,Kalutara
540421,40088,CARGILLS FRESH EGGS (10),6,11/19/21 16:04,401127,365,2190,Ratnapura
540422,40003,DILMAH GREEN TEA 20 BAGS,1,11/22/21 16:52,401096,575,575,Galle
540423,40005,WATAWALA TEA 400G,3,11/23/21 9:25,401128,815,2445,Matale
540424,40009,MUNCHEE TIKIRI MARIE 80G,2,11/23/21 12:48,401084,75,150,Matale
540425,40063,MILO 400G,8,11/24/21 18:38,,815,6520,Colombo
540426,40089,KANDOS CHOCOLATE BAR 100G,8,11/25/21 14:46,,260,2080,Ampara
540427,40052,WIJAYA ROASTED CURRY POWDER 250G,2,11/25/21 15:44,401087,420,840,Moneragala
540428,40032,PRIMA STELLA NOODLES 400G,1,11/25/21 15:45,,295,295,Nuwara Eliya
540429,40008,MUNCHEE LEMON PUFF 200G,12,11/26/21 11:32,401019,210,2520,Colombo
540430,40057,VIM DISHWASH LIQUID 500ML,4,11/26/21 19:00,401087,470,1880,Kurunegala
540431,40053,WIJAYA CHILLI POWDER 250G,1,11/27/21 9:07,401023,470,470,Kurunegala
540432,40010,MALIBAN MARIE BISCUITS 400G,1,11/27/21 13:54,401055,365,365,Colombo
540433,40005,WATAWALA TEA 400G,3,11/29/21 12:06,,815,2445,Kandy
540434,40063,MILO 400G,3,11/30/21 11:01,401014,815,2445,Ampara
540435,40001,DILMAH CEYLON TEA 500G,5,11/30/21 12:23,401212,1255,6275,Badulla
540436,40007,MUNCHEE CHOCOLATE BISCUIT 200G,12,11/30/21 17:39,401099,230,2760,Kegalle
540437,40016,LINK SAMAHAN BOX (100 PACKETS),2,12/1/21 17:37,401163,1570,3140,Galle
540438,40001,DILMAH CEYLON TEA 500G,2,12/4/21 19:36,401063,1255,2510,Moneragala
540439,40031,PRIMA KOTTU MEE CUP,10,12/5/21 14:46,401080,155,1550,Colombo
540440,40076,CEYLON COLD STORES YOGHURT 80G,2,12/6/21 9:36,401213,95,190,Nuwara Eliya
540441,40001,DILMAH CEYLON TEA 500G,6,12/7/21 16:09,401150,1255,7530,Polonnaruwa
540442,40063,MILO 400G,8,12/7/21 16:24,401127,815,6520,Batticaloa
540443,40079,CEYLON TOBACCO (CIGARETTES PACK),1,12/9/21 16:38,401168,1255,1255,Kegalle
540444,40068,CLOSE UP TOOTHPASTE 120G,1,12/9/21 19:53,401007,245,245,Matale
540445,40002,DILMAH EARL GREY TEA 50 BAGS,3,12/11/21 16:43,401026,890,2670,Kegalle
540446,40040,SIGNAL TOOTHPASTE 120G,6,12/11/21 20:33,401081,240,1440,Kurunegala
C540447,40018,MD MANGO CHUTNEY 400G,-1,12/12/21 15:29,401150,680,-680,Kandy
540448,40015,SIDDHALEPA BALM 50G,2,12/13/21 14:36,401147,260,520,Colombo
540449,40037,MOTHA STRAWBERRY JELLY 100G,3,12/13/21 15:18,401099,125,375,Ampara
540450,40004,ZESTA TEA 400G,3,12/16/21 11:53,401093,1095,3285,Colombo
540451,40019,ELEPHANT HOUSE GINGER BEER 1.5L,3,12/18/21 17:05,401058,420,1260,Colombo
540452,40008,MUNCHEE LEMON PUFF 200G,2,12/19/21 14:55,401006,210,420,Kalutara
540453,40052,WIJAYA ROASTED CURRY POWDER 250G,1,12/20/21 20:11,,420,420,Nuwara Eliya
540454,40047,PELWATTE BUTTER 200G,12,12/28/21 15:33,401088,785,9420,Galle
540455,40029,KIST TOMATO KETCHUP 400G,6,12/29/21 20:03,401091,470,2820,Batticaloa
540456,40078,SOFTLOGIC COCONUT MILK 400ML,3,12/30/21 9:46,401096,335,1005,Anuradhapura
540457,40022,ANCHOR MILK POWDER 400G,3,12/30/21 9:48,401019,1200,3600,Kandy
540458,40015,SIDDHALEPA BALM 50G,2,12/31/21 16:45,401041,260,520,Gampaha
540459,40066,PONDS TALCUM POWDER 100G,1,12/31/21 18:08,401007,395,395,Galle
540460,40016,LINK SAMAHAN BOX (100 PACKETS),6,1/1/22 9:08,401054,1640,9840,Colombo
540461,40047,PELWATTE BUTTER 200G,3,1/8/22 11:15,401221,820,2460,Ratnapura
540462,40004,ZESTA TEA 400G,2,1/8/22 11:39,401004,1145,2290,Kegalle
540463,40003,DILMAH GREEN TEA 20 BAGS,5,1/10/22 15:16,401028,600,3000,Colombo
540464,40065,FAIR & LOVELY CREAM 50G,8,1/10/22 17:53,,350,2800,Ratnapura
540465,40003,DILMAH GREEN TEA 20 BAGS,1,1/10/22 17:58,401181,600,600,Kandy
540466,40020,ELEPHANT HOUSE CREAM SODA 1.5L,4,1/11/22 13:22,401116,435,1740,Gampaha
540467,40033,HARISCHANDRA NOODLES 400G,10,1/11/22 18:32,,275,2750,Matale
540468,40029,KIST TOMATO KETCHUP 400G,3,1/12/22 8:16,401083,490,1470,Badulla
540469,40027,KEELLS CHICKEN SAUSAGES 500G,4,1/12/22 10:22,401114,1035,4140,Badulla
540470,40012,MALIBAN CREAM CRACKER 500G,5,1/12/22 14:35,401006,460,2300,Kalutara
540471,40014,SPA CEYLON HAND CREAM,4,1/13/22 17:43,401037,2400,9600,Colombo
540472,40003,DILMAH GREEN TEA 20 BAGS,2,1/13/22 17:54,,600,1200,Gampaha
540473,40008,MUNCHEE LEMON PUFF 200G,5,1/15/22 9:35,401162,220,1100,Kurunegala
540474,40016,LINK SAMAHAN BOX (100 PACKETS),3,1/15/22 17:51,401045,1640,4920,Colombo
540475,40060,SUNLIGHT SOAP 115G,3,1/15/22 19:53,401157,130,390,Matara
540476,40002,DILMAH EARL GREY TEA 50 BAGS,1,1/19/22 12:53,401018,930,930,Ampara
540477,40042,MARINA COCONUT OIL 1L,5,1/19/22 19:52,401184,1035,5175,Colombo
540478,40001,DILMAH CEYLON TEA 500G,3,1/23/22 16:20,,1310,3930,Galle
540479,40050,RANCRISP CASHEWS 50G,5,1/25/22 18:06,401158,380,1900,Kalutara
540480,40009,MUNCHEE TIKIRI MARIE 80G,1,1/27/22 20:36,401139,75,75,Vavuniya
540481,40011,MALIBAN LEMON PUFF 200G,5,1/28/22 19:18,401027,220,1100,Puttalam
540482,40001,DILMAH CEYLON TEA 500G,6,1/30/22 16:59,,1310,7860,Matara
540483,40074,ARALIYA WHITE RICE 5KG,3,2/3/22 17:35,401042,1585,4755,Colombo
540484,40032,PRIMA STELLA NOODLES 400G,3,2/5/22 10:30,401046,305,915,Colombo
540485,40052,WIJAYA ROASTED CURRY POWDER 250G,2,2/7/22 12:21,401112,435,870,Polonnaruwa
540486,40051,LANKA SOY CHICKEN FLAVOUR 90G,15,2/10/22 15:21,401043,130,1950,Trincomalee
540487,40022,ANCHOR MILK POWDER 400G,2,2/10/22 15:50,401162,1255,2510,Colombo
540488,40020,ELEPHANT HOUSE CREAM SODA 1.5L,8,2/13/22 20:37,401144,435,3480,Jaffna
540489,40001,DILMAH CEYLON TEA 500G,2,2/16/22 12:35,401073,1310,2620,Gampaha
540490,40020,ELEPHANT HOUSE CREAM SODA 1.5L,3,2/16/22 19:48,,435,1305,Batticaloa
540491,40047,PELWATTE BUTTER 200G,1,2/17/22 12:29,401214,820,820,Hambantota
540492,40014,SPA CEYLON HAND CREAM,8,2/17/22 15:06,401060,2400,19200,Colombo
540493,40063,MILO 400G,1,2/18/22 17:10,401002,850,850,Kandy
540494,40069,ANCHOR BUTTER 200G,1,2/18/22 20:52,401142,850,850,Matara
540495,40030,KIST MIXED FRUIT NECTAR 1L,5,2/19/22 10:00,401181,600,3000,Colombo
540496,40002,DILMAH EARL GREY TEA 50 BAGS,4,2/20/22 20:33,,930,3720,Colombo
540497,40080,COCA-COLA 1.5L,1,2/21/22 18:56,401220,380,380,Kandy
540498,DELV,COURIER DELIVERY CHARGE,3,2/23/22 10:59,401210,900,2700,Mannar
540499,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,5,2/27/22 13:27,,875,4375,Colombo
540500,40034,HARISCHANDRA COFFEE 100G,1,2/27/22 14:27,401065,415,415,Moneragala
540501,40002,DILMAH EARL GREY TEA 50 BAGS,5,2/27/22 15:16,401069,930,4650,Kegalle
540502,40008,MUNCHEE LEMON PUFF 200G,3,2/28/22 8:58,401147,220,660,Ratnapura
540503,40063,MILO 400G,5,2/28/22 11:47,401056,850,4250,Gampaha
540504,40079,CEYLON TOBACCO (CIGARETTES PACK),1,3/3/22 8:11,401003,1310,1310,Gampaha
540505,40001,DILMAH CEYLON TEA 500G,2,3/4/22 10:31,401091,1310,2620,Kandy
540506,40001,DILMAH CEYLON TEA 500G,3,3/4/22 12:41,401157,1310,3930,Colombo
540507,40019,ELEPHANT HOUSE GINGER BEER 1.5L,10,3/4/22 19:37,401204,435,4350,Polonnaruwa
540508,40029,KIST TOMATO KETCHUP 400G,3,3/7/22 12:58,401084,490,1470,Colombo
540509,40092,ARALIYA COCONUT MILK POWDER 300G,3,3/8/22 20:27,401086,765,2295,Kandy
540510,40091,USWATTE SPICES MIXED CURRY POWDER 100G,2,3/11/22 15:32,401211,240,480,Colombo
540511,40034,HARISCHANDRA COFFEE 100G,2,3/13/22 14:57,,415,830,Colombo
540512,40006,MUNCHEE SUPER CREAM CRACKER 500G,1,3/14/22 16:36,401008,490,490,Galle
540513,40057,VIM DISHWASH LIQUID 500ML,2,3/15/22 9:28,401124,490,980,Ratnapura
540514,40062,NESTOMALT 400G,1,3/16/22 15:55,,675,675,Badulla
540515,40073,DELMEGE BASMATI RICE 5KG,3,3/18/22 17:16,401082,2295,6885,Kandy
540516,40077,PILAWOOS FALOODA MIX 200G,2,3/19/22 11:55,401161,380,760,Colombo
540517,40006,MUNCHEE SUPER CREAM CRACKER 500G,2,3/21/22 13:00,401159,490,980,Badulla
540518,40029,KIST TOMATO KETCHUP 400G,1,3/21/22 13:40,401117,490,490,Kandy
540519,40005,WATAWALA TEA 400G,3,3/22/22 13:07,401138,850,2550,Colombo
540520,40043,ASTRA MARGARINE 250G,10,3/23/22 10:46,401184,435,4350,Galle
540521,40002,DILMAH EARL GREY TEA 50 BAGS,5,3/25/22 11:58,401086,930,4650,Gampaha
540522,40043,ASTRA MARGARINE 250G,1,3/26/22 18:20,401007,435,435,Kalutara
540523,40016,LINK SAMAHAN BOX (100 PACKETS),2,3/26/22 18:26,401119,1640,3280,Matara
540524,40001,DILMAH CEYLON TEA 500G,4,3/28/22 9:24,401187,1310,5240,Moneragala
540525,40003,DILMAH GREEN TEA 20 BAGS,12,3/28/22 20:13,,600,7200,Jaffna
540526,40087,CARGILLS MAGIC SAUSAGES 400G,6,3/29/22 10:04,401013,850,5100,Ratnapura
540527,40065,FAIR & LOVELY CREAM 50G,1,3/30/22 19:30,401076,350,350,Trincomalee
540528,40006,MUNCHEE SUPER CREAM CRACKER 500G,1,3/31/22 13:06,401053,490,490,Batticaloa
540529,40007,MUNCHEE CHOCOLATE BISCUIT 200G,8,4/4/22 14:51,401002,240,1920,Galle
540530,40071,MA MA NOODLES 5 PACK,8,4/5/22 8:22,401028,435,3480,Anuradhapura
540531,40007,MUNCHEE CHOCOLATE BISCUIT 200G,2,4/6/22 18:05,,240,480,Ratnapura
540532,40015,SIDDHALEPA BALM 50G,1,4/7/22 19:35,,275,275,Ampara
540533,40064,HORLICKS 500G,3,4/9/22 20:20,401073,1035,3105,Kalutara
540534,40012,MALIBAN CREAM CRACKER 500G,2,4/10/22 10:03,,460,920,Ampara
540535,40005,WATAWALA TEA 400G,1,4/11/22 9:57,401045,850,850,Kandy
540536,40009,MUNCHEE TIKIRI MARIE 80G,5,4/11/22 18:25,401001,75,375,Kandy
540537,40014,SPA CEYLON HAND CREAM,1,4/12/22 9:23,401022,2400,2400,Anuradhapura
540538,40005,WATAWALA TEA 400G,1,4/13/22 14:14,401037,850,850,Gampaha
540539,40006,MUNCHEE SUPER CREAM CRACKER 500G,12,4/16/22 19:06,401013,490,5880,Kurunegala
540540,40004,ZESTA TEA 400G,8,4/20/22 13:07,401003,1145,9160,Badulla
540541,40008,MUNCHEE LEMON PUFF 200G,1,4/21/22 14:25,401179,220,220,Colombo
540542,40023,RATHTHI MILK POWDER 400G,1,4/25/22 13:23,401013,1200,1200,Colombo
540543,40019,ELEPHANT HOUSE GINGER BEER 1.5L,10,4/25/22 14:05,401081,435,4350,Kegalle
540544,40031,PRIMA KOTTU MEE CUP,3,5/1/22 14:56,401122,165,495,Puttalam
540545,40004,ZESTA TEA 400G,10,5/6/22 11:35,401135,1145,11450,Anuradhapura
540546,40025,KOTMALE FRESH MILK 1L,1,5/7/22 19:30,401196,490,490,Badulla
540547,40076,CEYLON COLD STORES YOGHURT 80G,4,5/11/22 10:41,401076,100,400,Trincomalee
540548,40001,DILMAH CEYLON TEA 500G,3,5/11/22 17:18,401109,1310,3930,Ampara
540549,40002,DILMAH EARL GREY TEA 50 BAGS,2,5/14/22 14:09,401053,930,1860,Jaffna
540550,40008,MUNCHEE LEMON PUFF 200G,5,5/15/22 19:43,,220,1100,Jaffna
540551,40071,MA MA NOODLES 5 PACK,6,5/17/22 14:21,,435,2610,Batticaloa
540552,40041,BABY CHERAMY SOAP 90G,2,5/17/22 17:24,401193,155,310,Gampaha
C540553,40001,DILMAH CEYLON TEA 500G,-10,5/20/22 13:36,401034,1310,-13100,Kalutara
540554,40005,WATAWALA TEA 400G,2,5/21/22 14:43,,850,1700,Batticaloa
540555,40011,MALIBAN LEMON PUFF 200G,2,5/22/22 19:50,401089,220,440,Nuwara Eliya
540556,40027,KEELLS CHICKEN SAUSAGES 500G,5,5/24/22 10:03,401203,1035,5175,Ratnapura
540557,40005,WATAWALA TEA 400G,1,5/24/22 11:05,401019,850,850,Matale
